Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","107","C?te d'Ivoire","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","12093.608","X","International reliable sources",""
"OA","Annual population","107","C?te d'Ivoire","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","12655.166","X","International reliable sources",""
"OA","Annual population","107","C?te d'Ivoire","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","12414.06","X","International reliable sources",""
"OA","Annual population","98","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2024.136","X","International reliable sources",""
"OA","Annual population","98","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2184.475","X","International reliable sources",""
"OA","Annual population","98","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2012.657","X","International reliable sources",""
"OA","Annual population","98","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2170.19","X","International reliable sources",""
"OA","Annual population","98","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2001.201","X","International reliable sources",""
"OA","Annual population","98","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2155.206","X","International reliable sources",""
"OA","Annual population","49","Cuba","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","5631.93","X","International reliable sources",""
"OA","Annual population","49","Cuba","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","5703.178","X","International reliable sources",""
"OA","Annual population","49","Cuba","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","5632.956","X","International reliable sources",""
"OA","Annual population","49","Cuba","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","5706.299","X","International reliable sources",""
"OA","Annual population","49","Cuba","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5631.334","X","International reliable sources",""
"OA","Annual population","49","Cuba","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5706.812","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","73.822","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","87.233","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","74.299","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","87.687","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","74.711","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","88.042","X","International reliable sources",""
"OA","Annual population","50","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","586.03","X","International reliable sources",""
"OA","Annual population","50","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","584.159","X","International reliable sources",""
"OA","Annual population","50","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","590.551","X","International reliable sources",""
"OA","Annual population","50","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","589.134","X","International reliable sources",""
"OA","Annual population","50","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","594.975","X","International reliable sources",""
"OA","Annual population","50","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","594.287","X","International reliable sources",""
"OA","Annual population","167","Czechia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","5219.039","X","International reliable sources",""
"OA","Annual population","167","Czechia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","5399.829","X","International reliable sources",""
"OA","Annual population","167","Czechia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","5232.015","X","International reliable sources",""
"OA","Annual population","167","Czechia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","5409.017","X","International reliable sources",""
"OA","Annual population","167","Czechia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5246.598","X","International reliable sources",""
"OA","Annual population","167","Czechia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5419.081","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","12375.845","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","12931.82","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","12436.268","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","12993.548","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","12495.328","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","13054.278","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","39299.343","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","39489.787","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","40610.874","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","40787.891","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","41951.875","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","42116.217","X","International reliable sources",""
"OA","Annual population","54","Denmark","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2840.401","X","International reliable sources",""
"OA","Annual population","54","Denmark","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2870.945","X","International reliable sources",""
"OA","Annual population","54","Denmark","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2850.751","X","International reliable sources",""
"OA","Annual population","54","Denmark","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2881.526","X","International reliable sources",""
"OA","Annual population","54","Denmark","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2860.293","X","International reliable sources",""
"OA","Annual population","54","Denmark","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2891.838","X","International reliable sources",""
"OA","Annual population","72","Djibouti","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","490.177","X","International reliable sources",""
"OA","Annual population","72","Djibouti","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","438.94","X","International reliable sources",""
"OA","Annual population","72","Djibouti","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","497.397","X","International reliable sources",""
"OA","Annual population","72","Djibouti","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","446.703","X","International reliable sources",""
"OA","Annual population","72","Djibouti","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","504.712","X","International reliable sources",""
"OA","Annual population","72","Djibouti","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","454.211","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","5202.94","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","5194.798","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","5258.174","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","5254.937","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5312.745","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5314.402","X","International reliable sources",""
"OA","Annual population","58","Ecuador","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","8253.234","X","International reliable sources",""
"OA","Annual population","58","Ecuador","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","8237.882","X","International reliable sources",""
"OA","Annual population","58","Ecuador","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","8399.038","X","International reliable sources",""
"OA","Annual population","58","Ecuador","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","8386.318","X","International reliable sources",""
"OA","Annual population","58","Ecuador","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","8547.198","X","International reliable sources",""
"OA","Annual population","58","Ecuador","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","8537.161","X","International reliable sources",""
"OA","Annual population","59","Egypt","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","47729.77","X","International reliable sources",""
"OA","Annual population","59","Egypt","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","46717.301","X","International reliable sources",""
"OA","Annual population","59","Egypt","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","48735.775","X","International reliable sources",""
"OA","Annual population","59","Egypt","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","47706.815","X","International reliable sources",""
"OA","Annual population","59","Egypt","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","49733.474","X","International reliable sources",""
"OA","Annual population","59","Egypt","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","48690.128","X","International reliable sources",""
"OA","Annual population","60","El Salvador","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2985.69","X","International reliable sources",""
"OA","Annual population","60","El Salvador","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","3370.447","X","International reliable sources",""
"OA","Annual population","60","El Salvador","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2997.81","X","International reliable sources",""
"OA","Annual population","60","El Salvador","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","3390.314","X","International reliable sources",""
"OA","Annual population","60","El Salvador","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3010.428","X","International reliable sources",""
"OA","Annual population","60","El Salvador","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3410.312","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","673.07","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","542.111","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","700.114","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","561.894","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","727.054","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","581.912","X","International reliable sources",""
"OA","Annual population","178","Eritrea","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","1691.699","X","International reliable sources",""
"OA","Annual population","178","Eritrea","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","1684.859","X","International reliable sources",""
"OA","Annual population","178","Eritrea","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","1710.203","X","International reliable sources",""
"OA","Annual population","178","Eritrea","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","1702.691","X","International reliable sources",""
"OA","Annual population","178","Eritrea","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1730.376","X","International reliable sources",""
"OA","Annual population","178","Eritrea","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1722.421","X","International reliable sources",""
"OA","Annual population","63","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","617.146","X","International reliable sources",""
"OA","Annual population","63","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","699.361","X","International reliable sources",""
"OA","Annual population","63","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","620.172","X","International reliable sources",""
"OA","Annual population","63","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","699.217","X","International reliable sources",""
"OA","Annual population","63","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","623.642","X","International reliable sources",""
"OA","Annual population","63","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","699.271","X","International reliable sources",""
"OA","Annual population","209","Eswatini","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","539.597","X","International reliable sources",""
"OA","Annual population","209","Eswatini","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","574.397","X","International reliable sources",""
"OA","Annual population","209","Eswatini","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","547.278","X","International reliable sources",""
"OA","Annual population","209","Eswatini","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","577.53","X","International reliable sources",""
"OA","Annual population","209","Eswatini","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","555.082","X","International reliable sources",""
"OA","Annual population","209","Eswatini","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","581.192","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","51805.857","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","51797.604","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","53214.725","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","53185.201","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","54635.264","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","54589.146","X","International reliable sources",""
"OA","Annual population","66","Fiji","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","442.913","X","International reliable sources",""
"OA","Annual population","66","Fiji","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","429.493","X","International reliable sources",""
"OA","Annual population","66","Fiji","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","445.15","X","International reliable sources",""
"OA","Annual population","66","Fiji","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","432.31","X","International reliable sources",""
"OA","Annual population","66","Fiji","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","447.925","X","International reliable sources",""
"OA","Annual population","66","Fiji","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","435.565","X","International reliable sources",""
"OA","Annual population","67","Finland","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2707.044","X","International reliable sources",""
"OA","Annual population","67","Finland","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2790.67","X","International reliable sources",""
"OA","Annual population","67","Finland","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2714.913","X","International reliable sources",""
"OA","Annual population","67","Finland","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2796.459","X","International reliable sources",""
"OA","Annual population","67","Finland","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2721.488","X","International reliable sources",""
"OA","Annual population","67","Finland","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2801.097","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","31328.637","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","33338.953","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","31404.236","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","33438.277","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","31465.65","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","33524.862","X","International reliable sources",""
"OA","Annual population","69","French Guyana","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","132.14","X","International reliable sources",""
"OA","Annual population","69","French Guyana","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","135.684","X","International reliable sources",""
"OA","Annual population","69","French Guyana","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","135.804","X","International reliable sources",""
"OA","Annual population","69","French Guyana","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","139.385","X","International reliable sources",""
"OA","Annual population","69","French Guyana","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","139.739","X","International reliable sources",""
"OA","Annual population","69","French Guyana","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","143.197","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","139.274","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","135.302","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","139.968","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","136.14","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","140.712","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","136.961","X","International reliable sources",""
"OA","Annual population","74","Gabon","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","1022.809","X","International reliable sources",""
"OA","Annual population","74","Gabon","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","985.073","X","International reliable sources",""
"OA","Annual population","74","Gabon","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","1051.835","X","International reliable sources",""
"OA","Annual population","74","Gabon","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","1012.977","X","International reliable sources",""
"OA","Annual population","74","Gabon","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1079.376","X","International reliable sources",""
"OA","Annual population","74","Gabon","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1039.899","X","International reliable sources",""
"OA","Annual population","75","Gambia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","1066.028","X","International reliable sources",""
"OA","Annual population","75","Gambia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","1083.106","X","International reliable sources",""
"OA","Annual population","75","Gambia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","1098.096","X","International reliable sources",""
"OA","Annual population","75","Gambia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","1115.804","X","International reliable sources",""
"OA","Annual population","75","Gambia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1130.877","X","International reliable sources",""
"OA","Annual population","75","Gambia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1149.215","X","International reliable sources",""
"OA","Annual population","73","Georgia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","1917.421","X","International reliable sources",""
"OA","Annual population","73","Georgia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2098.036","X","International reliable sources",""
"OA","Annual population","73","Georgia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","1913.522","X","International reliable sources",""
"OA","Annual population","73","Georgia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2095.201","X","International reliable sources",""
"OA","Annual population","73","Georgia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1909.756","X","International reliable sources",""
"OA","Annual population","73","Georgia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2093.19","X","International reliable sources",""
"OA","Annual population","79","Germany","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","40464.282","X","International reliable sources",""
"OA","Annual population","79","Germany","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","41729.488","X","International reliable sources",""
"OA","Annual population","79","Germany","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","40737.725","X","International reliable sources",""
"OA","Annual population","79","Germany","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","41920.684","X","International reliable sources",""
"OA","Annual population","79","Germany","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","41013.28","X","International reliable sources",""
"OA","Annual population","79","Germany","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","42111.133","X","International reliable sources",""
"OA","Annual population","81","Ghana","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","14428.231","X","International reliable sources",""
"OA","Annual population","81","Ghana","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","14053.716","X","International reliable sources",""
"OA","Annual population","81","Ghana","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","14754.799","X","International reliable sources",""
"OA","Annual population","81","Ghana","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","14366.665","X","International reliable sources",""
"OA","Annual population","81","Ghana","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","15084.235","X","International reliable sources",""
"OA","Annual population","81","Ghana","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","14682.873","X","International reliable sources",""
"OA","Annual population","84","Greece","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","5210.972","X","International reliable sources",""
"OA","Annual population","84","Greece","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","5404.211","X","International reliable sources",""
"OA","Annual population","84","Greece","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","5188.269","X","International reliable sources",""
"OA","Annual population","84","Greece","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","5381.18","X","International reliable sources",""
"OA","Annual population","84","Greece","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5164.717","X","International reliable sources",""
"OA","Annual population","84","Greece","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5357.527","X","International reliable sources",""
"OA","Annual population","86","Grenada","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","55.598","X","International reliable sources",""
"OA","Annual population","86","Grenada","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","54.665","X","International reliable sources",""
"OA","Annual population","86","Grenada","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","55.891","X","International reliable sources",""
"OA","Annual population","86","Grenada","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","54.983","X","International reliable sources",""
"OA","Annual population","86","Grenada","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","56.162","X","International reliable sources",""
"OA","Annual population","86","Grenada","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","55.287","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","185.068","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","214.692","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","184.874","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","214.805","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","184.772","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","215.076","X","International reliable sources",""
"OA","Annual population","88","Guam","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","82.41","X","International reliable sources",""
"OA","Annual population","88","Guam","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","80.538","X","International reliable sources",""
"OA","Annual population","88","Guam","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","83.029","X","International reliable sources",""
"OA","Annual population","88","Guam","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","81.252","X","International reliable sources",""
"OA","Annual population","88","Guam","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","83.723","X","International reliable sources",""
"OA","Annual population","88","Guam","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","82.047","X","International reliable sources",""
"OA","Annual population","89","Guatemala","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","8160.28","X","International reliable sources",""
"OA","Annual population","89","Guatemala","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","8422.799","X","International reliable sources",""
"OA","Annual population","89","Guatemala","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","8326.333","X","International reliable sources",""
"OA","Annual population","89","Guatemala","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","8588.646","X","International reliable sources",""
