Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","113","Kyrgyzstan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3185.1","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","3436.67","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","3409.178","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","3491.532","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","3461.499","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3545.623","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3515.875","X","International reliable sources",""
"OA","Annual population","119","Latvia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","905.794","X","International reliable sources",""
"OA","Annual population","119","Latvia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","1068.471","X","International reliable sources",""
"OA","Annual population","119","Latvia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","896.181","X","International reliable sources",""
"OA","Annual population","119","Latvia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","1054.916","X","International reliable sources",""
"OA","Annual population","119","Latvia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","886.896","X","International reliable sources",""
"OA","Annual population","119","Latvia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1041.565","X","International reliable sources",""
"OA","Annual population","121","Lebanon","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","3377.146","X","International reliable sources",""
"OA","Annual population","121","Lebanon","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","3337.135","X","International reliable sources",""
"OA","Annual population","121","Lebanon","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","3429.311","X","International reliable sources",""
"OA","Annual population","121","Lebanon","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","3390.062","X","International reliable sources",""
"OA","Annual population","121","Lebanon","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3449.884","X","International reliable sources",""
"OA","Annual population","121","Lebanon","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3409.524","X","International reliable sources",""
"OA","Annual population","122","Lesotho","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","1021.145","X","International reliable sources",""
"OA","Annual population","122","Lesotho","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","1053.896","X","International reliable sources",""
"OA","Annual population","122","Lesotho","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","1030.162","X","International reliable sources",""
"OA","Annual population","122","Lesotho","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","1061.37","X","International reliable sources",""
"OA","Annual population","122","Lesotho","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1039.049","X","International reliable sources",""
"OA","Annual population","122","Lesotho","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1069.278","X","International reliable sources",""
"OA","Annual population","123","Liberia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2302.083","X","International reliable sources",""
"OA","Annual population","123","Liberia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2284.705","X","International reliable sources",""
"OA","Annual population","123","Liberia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2361.022","X","International reliable sources",""
"OA","Annual population","123","Liberia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2341.202","X","International reliable sources",""
"OA","Annual population","123","Liberia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2420.654","X","International reliable sources",""
"OA","Annual population","123","Liberia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2398.322","X","International reliable sources",""
"OA","Annual population","124","Libya","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","3282.817","X","International reliable sources",""
"OA","Annual population","124","Libya","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","3209.343","X","International reliable sources",""
"OA","Annual population","124","Libya","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","3325.6","X","International reliable sources",""
"OA","Annual population","124","Libya","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","3255.123","X","International reliable sources",""
"OA","Annual population","124","Libya","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3373.758","X","International reliable sources",""
"OA","Annual population","124","Libya","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3304.807","X","International reliable sources",""
"OA","Annual population","126","Lithuania","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","1331.949","X","International reliable sources",""
"OA","Annual population","126","Lithuania","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","1557.606","X","International reliable sources",""
"OA","Annual population","126","Lithuania","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","1313.179","X","International reliable sources",""
"OA","Annual population","126","Lithuania","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","1532.24","X","International reliable sources",""
"OA","Annual population","126","Lithuania","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1294.412","X","International reliable sources",""
"OA","Annual population","126","Lithuania","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1506.858","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","291.292","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","287.974","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","298.197","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","293.717","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","304.906","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","299.338","X","International reliable sources",""
"OA","Annual population","129","Madagascar","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","12412.889","X","International reliable sources",""
"OA","Annual population","129","Madagascar","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","12481.481","X","International reliable sources",""
"OA","Annual population","129","Madagascar","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","12751.85","X","International reliable sources",""
"OA","Annual population","129","Madagascar","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","12818.661","X","International reliable sources",""
"OA","Annual population","129","Madagascar","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","13098.6","X","International reliable sources",""
"OA","Annual population","129","Madagascar","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","13163.713","X","International reliable sources",""
"OA","Annual population","130","Malawi","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","8478.682","X","International reliable sources",""
"OA","Annual population","130","Malawi","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","8726.571","X","International reliable sources",""
"OA","Annual population","130","Malawi","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","8709.558","X","International reliable sources",""
"OA","Annual population","130","Malawi","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","8960.635","X","International reliable sources",""
"OA","Annual population","130","Malawi","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","8944.33","X","International reliable sources",""
"OA","Annual population","130","Malawi","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","9198.885","X","International reliable sources",""
"OA","Annual population","131","Malaysia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","15790.718","X","International reliable sources",""
"OA","Annual population","131","Malaysia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","14893.934","X","International reliable sources",""
"OA","Annual population","131","Malaysia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","16000.312","X","International reliable sources",""
"OA","Annual population","131","Malaysia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","15104.343","X","International reliable sources",""
"OA","Annual population","131","Malaysia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","16212.181","X","International reliable sources",""
"OA","Annual population","131","Malaysia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","15315.852","X","International reliable sources",""
"OA","Annual population","132","Maldives","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","288.938","X","International reliable sources",""
"OA","Annual population","132","Maldives","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","186.567","X","International reliable sources",""
"OA","Annual population","132","Maldives","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","306.973","X","International reliable sources",""
"OA","Annual population","132","Maldives","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","189.425","X","International reliable sources",""
"OA","Annual population","132","Maldives","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","323.527","X","International reliable sources",""
"OA","Annual population","132","Maldives","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","192.177","X","International reliable sources",""
"OA","Annual population","133","Mali","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","8986.333","X","International reliable sources",""
"OA","Annual population","133","Mali","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","8979.115","X","International reliable sources",""
"OA","Annual population","133","Mali","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","9263.399","X","International reliable sources",""
"OA","Annual population","133","Mali","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","9249.03","X","International reliable sources",""
"OA","Annual population","133","Mali","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","9550.134","X","International reliable sources",""
"OA","Annual population","133","Mali","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","9527.621","X","International reliable sources",""
"OA","Annual population","134","Malta","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","218.439","X","International reliable sources",""
"OA","Annual population","134","Malta","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","217.66","X","International reliable sources",""
"OA","Annual population","134","Malta","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","219.465","X","International reliable sources",""
"OA","Annual population","134","Malta","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","218.47","X","International reliable sources",""
"OA","Annual population","134","Malta","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","220.184","X","International reliable sources",""
"OA","Annual population","134","Malta","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","219.071","X","International reliable sources",""
"OA","Annual population","135","Martinique","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","174.27","X","International reliable sources",""
"OA","Annual population","135","Martinique","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","202.519","X","International reliable sources",""
"OA","Annual population","135","Martinique","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","173.682","X","International reliable sources",""
"OA","Annual population","135","Martinique","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","202.264","X","International reliable sources",""
"OA","Annual population","135","Martinique","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","173.293","X","International reliable sources",""
"OA","Annual population","135","Martinique","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","202.379","X","International reliable sources",""
"OA","Annual population","136","Mauritania","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2087.25","X","International reliable sources",""
"OA","Annual population","136","Mauritania","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2076.282","X","International reliable sources",""
"OA","Annual population","136","Mauritania","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2147.92","X","International reliable sources",""
"OA","Annual population","136","Mauritania","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2134.662","X","International reliable sources",""
"OA","Annual population","136","Mauritania","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2209.465","X","International reliable sources",""
"OA","Annual population","136","Mauritania","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2193.847","X","International reliable sources",""
"OA","Annual population","137","Mauritius","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","624.628","X","International reliable sources",""
"OA","Annual population","137","Mauritius","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","637.242","X","International reliable sources",""
"OA","Annual population","137","Mauritius","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","625.478","X","International reliable sources",""
"OA","Annual population","137","Mauritius","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","639.019","X","International reliable sources",""
"OA","Annual population","137","Mauritius","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","626.279","X","International reliable sources",""
"OA","Annual population","137","Mauritius","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","640.905","X","International reliable sources",""
"OA","Annual population","270","Mayotte","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","121.113","X","International reliable sources",""
"OA","Annual population","270","Mayotte","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","125.347","X","International reliable sources",""
"OA","Annual population","270","Mayotte","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","124.348","X","International reliable sources",""
"OA","Annual population","270","Mayotte","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","128.614","X","International reliable sources",""
"OA","Annual population","270","Mayotte","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","127.594","X","International reliable sources",""
"OA","Annual population","270","Mayotte","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","131.932","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","60315.359","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","63018.02","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","61024.503","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","63752.823","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","61720.819","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","64469.963","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","56.026","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","54.189","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","56.668","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","54.793","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","57.272","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","55.368","X","International reliable sources",""
"OA","Annual population","141","Mongolia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","1509.7","X","International reliable sources",""
"OA","Annual population","141","Mongolia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","1546.658","X","International reliable sources",""
"OA","Annual population","141","Mongolia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","1537.06","X","International reliable sources",""
"OA","Annual population","141","Mongolia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","1576.728","X","International reliable sources",""
"OA","Annual population","141","Mongolia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1563.881","X","International reliable sources",""
"OA","Annual population","141","Mongolia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1606.333","X","International reliable sources",""
"OA","Annual population","273","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","310.093","X","International reliable sources",""
"OA","Annual population","273","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","317.178","X","International reliable sources",""
"OA","Annual population","273","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","310.256","X","International reliable sources",""
"OA","Annual population","273","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","317.307","X","International reliable sources",""
"OA","Annual population","273","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","310.392","X","International reliable sources",""
"OA","Annual population","273","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","317.411","X","International reliable sources",""
"OA","Annual population","143","Morocco","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","17410.483","X","International reliable sources",""
"OA","Annual population","143","Morocco","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","17715.791","X","International reliable sources",""
"OA","Annual population","143","Morocco","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","17642.593","X","International reliable sources",""
"OA","Annual population","143","Morocco","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","17938.664","X","International reliable sources",""
"OA","Annual population","143","Morocco","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","17869.042","X","International reliable sources",""
"OA","Annual population","143","Morocco","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","18160.047","X","International reliable sources",""
"OA","Annual population","144","Mozambique","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","13483.761","X","International reliable sources",""
"OA","Annual population","144","Mozambique","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","14346.169","X","International reliable sources",""
"OA","Annual population","144","Mozambique","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","13891.296","X","International reliable sources",""
"OA","Annual population","144","Mozambique","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","14757.711","X","International reliable sources",""
"OA","Annual population","144","Mozambique","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","14312.882","X","International reliable sources",""
"OA","Annual population","144","Mozambique","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","15183.127","X","International reliable sources",""
"OA","Annual population","28","Myanmar","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","25566.371","X","International reliable sources",""
"OA","Annual population","28","Myanmar","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","27478.828","X","International reliable sources",""
"OA","Annual population","28","Myanmar","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","25727.603","X","International reliable sources",""
"OA","Annual population","28","Myanmar","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","27654.918","X","International reliable sources",""
"OA","Annual population","28","Myanmar","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","25883.168","X","International reliable sources",""
"OA","Annual population","28","Myanmar","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","27825.15","X","International reliable sources",""
"OA","Annual population","147","Namibia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","1141.681","X","International reliable sources",""
"OA","Annual population","147","Namibia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","1216.363","X","International reliable sources",""
"OA","Annual population","147","Namibia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","1163.627","X","International reliable sources",""
"OA","Annual population","147","Namibia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","1238.996","X","International reliable sources",""
"OA","Annual population","147","Namibia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1186.111","X","International reliable sources",""
"OA","Annual population","147","Namibia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1262.189","X","International reliable sources",""
"OA","Annual population","149","Nepal","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","12423.456","X","International reliable sources",""
"OA","Annual population","149","Nepal","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","14839.974","X","International reliable sources",""
"OA","Annual population","149","Nepal","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","12554.958","X","International reliable sources",""
"OA","Annual population","149","Nepal","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","15077.724","X","International reliable sources",""
"OA","Annual population","149","Nepal","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","12773.619","X","International reliable sources",""
"OA","Annual population","149","Nepal","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","15322.093","X","International reliable sources",""
"OA","Annual population","150","Netherlands","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","8444.976","X","International reliable sources",""
"OA","Annual population","150","Netherlands","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","8536.309","X","International reliable sources",""
"OA","Annual population","150","Netherlands","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","8468.84","X","International reliable sources",""
"OA","Annual population","150","Netherlands","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","8552.503","X","International reliable sources",""
"OA","Annual population","150","Netherlands","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","8492.088","X","International reliable sources",""
"OA","Annual population","150","Netherlands","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","8567.472","X","International reliable sources",""
"OA","Annual population","151","Netherlands Antilles (former)","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","73.822","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","87.233","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","74.299","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","87.687","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","74.711","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","88.042","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","153","New Caledonia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","138.2","X","International reliable sources",""
"OA","Annual population","153","New Caledonia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","135.99","X","International reliable sources",""
"OA","Annual population","153","New Caledonia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","139.618","X","International reliable sources",""
"OA","Annual population","153","New Caledonia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","137.541","X","International reliable sources",""
"OA","Annual population","153","New Caledonia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","140.942","X","International reliable sources",""
"OA","Annual population","153","New Caledonia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","139.044","X","International reliable sources",""
"OA","Annual population","156","New Zealand","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2291.016","X","International reliable sources",""
"OA","Annual population","156","New Zealand","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2368.249","X","International reliable sources",""
"OA","Annual population","156","New Zealand","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2311.898","X","International reliable sources",""
"OA","Annual population","156","New Zealand","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2390.131","X","International reliable sources",""
"OA","Annual population","156","New Zealand","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2331.829","X","International reliable sources",""
"OA","Annual population","156","New Zealand","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2411.302","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","3107.13","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","3196.84","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","3146.999","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","3237.844","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3186.671","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3278.831","X","International reliable sources",""
"OA","Annual population","158","Niger","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","10430.601","X","International reliable sources",""
"OA","Annual population","158","Niger","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","10358.188","X","International reliable sources",""
"OA","Annual population","158","Niger","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","10844.944","X","International reliable sources",""
"OA","Annual population","158","Niger","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","10757.444","X","International reliable sources",""
